"Date","Area","OSgrid","longitude","latitude","Alt","Aspect","Incline","Location","Obs","FAH","OAH","Air.Temp","Wind.Dir","Wind.Speed","Cloud","Precip.Code","Drift","Total.Snow.Depth","Foot.Pen","Ski.Pen","Rain.at.900","Summit.Air.Temp","Summit.Wind.Dir","Summit.Wind.Speed","Max.Temp.Grad","Max.Hardness.Grad","No.Settle","Snow.Index","Insolation","Crystals","Wetness","AV.Cat","Snow.Temp"
2017-03-31 11:40:00,"Glencoe","NN215544",-4.91290987866756,56.6472644416771,"850",50,30,"Coire na Tulaich","AP","Low","Low","5.7",190,15,100,"0 - None","0",60,20,0,1,4,200,21,0,1,182,0,12,0,2,0,0
2017-04-01 11:00:00,"Glencoe","NN258504",-4.84017708019087,56.6129938861725,"900",70,30,"Meall a huiridh","AP","Low","Low","5.4",240,5,50,"0 - None","0",40,10,0,1,3,270,10,0,3,182,0,20,0,2,0,0
2017-04-02 11:00:00,"Glencoe","NN256504",-4.84343151657384,56.6129194995243,"1050",60,30,"Meall a Bhuiridh","PH","Low",NA,"2.3",270,5,90,"0 - None","0",70,10,0,0,0,225,13,0.1,3,182,0,20,0,1,0,0
2017-12-15 13:42:00,"Glencoe","NN257507",-4.84200666994142,56.6156485201991,"900",60,40,"Meall a Bhuiridh","PM","Considerable -","Considerable -","-1.5",300,17,40,"0 - None","1",70,30,0,0,-3,315,22,0.6,1,0,0,2,0,1,0,-3.3
2017-12-16 11:40:00,"Glencoe","NN251508",-4.85183829711971,56.6163222191133,"910",350,20,"Meall a Bhuiridh","PM","Considerable -","Considerable -","-2.3",225,10,100,"0 - None","1",70,27,0,0,-3,220,15,1.2,2,0,0,2,0,1,0,-4.5
2017-12-17 12:20:00,"Glencoe","NN216543",-4.91121209680669,56.646405356019,"890",40,37,"Buachaille Etive Mor","PM","Moderate","Low","2.1",240,30,100,"2 - Trace","0",60,10,0,1,0,290,41,0.2,1,0,0,2,0,2,0,0
2017-12-18 11:30:00,"Glencoe","NN252504",-4.84994034255307,56.6127704710879,"1090",70,20,"Near summit of Meall a Bhuiridh","BF","Low","Low","1.2",260,10,90,"0 - None","0",51,1,0,0,1,260,15,0,1,2,0,2,0,1,0,0
2017-12-19 14:14:00,"Glencoe","NN257506",-4.84193920950855,56.6147512481418,"880",50,30,"Meall a Bhuiridh","PM","Low","Low","7.6",200,10,100,"0 - None","0",60,25,0,1,6,225,37,0,2,2,0,2,0,2,0,0
2017-12-20 12:00:00,"Glencoe","NN192581",-4.95296345587368,56.6795772313707,"890",60,27,"Point 901","PM","Low","Low","3.1",230,12,100,"0 - None","0",40,20,0,1,2,247,20,0,2,2,0,2,0,2,0,0
2017-12-21 11:19:00,"Glencoe","NN216543",-4.91121209680669,56.646405356019,"850",40,28,"Corie na Tulaich","PM","Low","Low","3.3",220,7,100,"0 - None","0",50,10,0,0,1,220,12,0,1,2,0,2,0,1,0,0
2017-12-22 11:20:00,"Glencoe","NN257507",-4.84200666994142,56.6156485201991,"885",45,26,"Meall a Bhuiridh","PM","Low","Low","3.8",220,18,100,"0 - None","0",50,20,0,1,3,225,27,0,2,2,0,2,0,2,0,0
2017-12-23 12:15:00,"Glencoe","NN042558",-5.1956577279866,56.6529058082608,"900",20,30,"Beinn a Bheither","PM","Low","Low","5.7",230,20,100,"0 - None","0",40,20,0,1,4,247,62,0,2,2,0,2,0,10,0,0
2017-12-24 11:00:00,"Glencoe","NN218545",-4.90809319313218,56.6482759749035,"710",30,25,"Coire na Tulaich","PM","Moderate","Low","6.2",235,20,100,"","0",30,20,0,1,4,250,21,0,1,2,0,2,0,10,0,0
2017-12-25 11:30:00,"Glencoe","NN187544",-4.95850892204573,56.6461882367697,"820",110,25,"Buachaille Etive Beag, above the col","BF","Low","Low","0.7",180,1,100,"2 - Trace","0",47,5,0,0,0,180,2,0,2,2,0,2,0,1,0,0
2017-12-26 11:15:00,"Glencoe","NN258520",-4.84125617393302,56.6273502431822,"720",90,20,"Creag Dhubh","BF","Low","Low","-1",190,2,50,"2 - Trace","0",57,1,0,0,-3,180,10,0.9,3,4,0,2,0,1,0,0
2017-12-27 11:30:00,"Glencoe","NN208575",-4.92646626856908,56.6748101418981,"690",110,25,"Stob Mhic Martin","BF","Low","Low","-0.8",320,1,40,"0 - None","0",45,1,0,0,-4,300,10,0.9,4,6,0,2,0,2,0,-1.1
2017-12-28 11:50:00,"Glencoe","NN257507",-4.84200666994142,56.6156485201991,"900",60,30,"Meall a Bhuiridh","PM","Low","Moderate","-4.6",300,8,35,"0 - None","0",60,2,0,0,-5,310,14,1.9,4,6,0,2,0,1,0,-5.3
2017-12-29 11:30:00,"Glencoe","NN254506",-4.84682107750812,56.6146395649219,"940",340,32,"Meall a Bhuiridh","PM","Moderate","Moderate","-4",80,15,100,"6 - Snow Showers","1",54,15,0,0,-5,100,20,1.5,4,6,0,2,5,1,0,-3.9
2017-12-30 11:30:00,"Glencoe","NN254512",-4.84722659160017,56.6200231718117,"800",40,20,"Meall a Bhuiridh","BF","Considerable -","Moderate","-0.7",140,5,100,"8 - Snow","0",55,15,0,0,-2,140,10,0.4,3,12,0,2,10,1,0,-1.4
2017-12-31 12:00:00,"Glencoe","NN186544",-4.9601374006853,56.6461494922639,"800",130,20,"Buachaille Etive Beag","BF","Considerable -","Moderate","0.7",210,10,100,"8 - Snow","0",39,10,0,0,-1,200,20,0,3,20,0,2,0,1,0,0
2018-01-01 14:32:00,"Glencoe","NN256507",-4.84363400167075,56.6156113124612,"900",50,30,"Meall a Bhuiridh","BF","Moderate","Moderate","-0.9",290,2,60,"4 - Light Showers","0",67,15,0,0,-2,270,10,0.7,2,28,0,3,5,1,0,-1.9
2018-01-02 12:00:00,"Glencoe","NN253508",-4.84858359178525,56.6163968284909,"920",90,20,"Meall a Bhuiridh","BF SN ","Moderate","Moderate","-2",150,15,100,"6 - Snow Showers","1",120,15,0,0,-3,180,15,0.7,2,32,0,3,5,1,0,-1.6
2018-01-03 11:45:00,"Glencoe","NN178535",-4.9725293658424,56.6377642937088,"950",140,35,"Stob Dubh, Buachaille Etive Beag ","SN","Moderate","Moderate","-0.2",270,15,100,"6 - Snow Showers","1",80,10,0,0,0,0,0,0.3,1,38,0,3,0,1,0,-0.4
2018-01-04 11:45:00,"Glencoe","NN252503",-4.84987270135623,56.6118732047939,"1080",30,30,"Meal a\'Bhuiridh","SN","Moderate","Considerable -","-2.7",80,10,100,"4 - Light Showers","0",70,10,0,0,0,0,0,0.4,1,44,0,3,0,1,0,-2.3
2018-01-05 11:00:00,"Glencoe","NN184542",-4.96325350930689,56.6442775968322,"900",290,35,"Buachaille Etive Beag","SN","Considerable -","Moderate","-2.5",80,18,100,"4 - Light Showers","1",70,20,0,0,0,0,0,0.9,3,48,0,3,0,1,0,-2.5
2018-01-06 11:30:00,"Glencoe","NN243501",-4.86438102128647,56.6097421481148,"930",330,15,"Creise-Meall a Bhuiridh col","BF/SN ","Moderate","Moderate","-4.3",360,10,80,"0 - None","1",67,30,0,0,-4.6,360,25,1.2,2,52,0,3,0,1,0,-3.9
2018-01-07 11:30:00,"Glencoe","NN223543",-4.89981208598343,56.646671641773,"1010",150,15,"Buachaille Etive Mor, by summit","BF/SN ","Considerable -",NA,"-5.2",180,5,20,"0 - None","0",72,15,0,0,-5.2,200,10,2.5,3,52,0,3,0,1,0,-6.6
2018-01-09 11:50:00,"Glencoe","NN185543",-4.9616954935517,56.645213553968,"800",330,25,"Buachaille Etive Beag, above col","BF","Considerable -","Moderate","-0.5",120,30,100,"0 - None","1",70,1,0,0,-1.5,135,35,1.4,2,52,0,3,10,1,0,-2.3
2018-01-10 11:25:00,"Glencoe","NN249504",-4.85482192102938,56.6126584765166,"1098",330,30,"Meall a Bhuiridh","PM","Moderate","Moderate","-1.7",20,3,70,"2 - Trace","0",60,20,0,0,0,30,8,1.5,3,52,0,3,0,1,0,-3.4
2018-01-11 12:05:00,"Glencoe","NN256505",-4.84349900770831,56.613816770686,"1016",74,35,"Meall a Bhuiridh","PM","Moderate","Moderate","-1.4",190,2,10,"0 - None","0",170,28,0,0,-2,200,10,0.7,2,54,0,3,0,1,0,-3.5
2018-01-12 11:45:00,"Glencoe","NN251507",-4.8517706017979,56.6154249548159,"960",350,18,"Meall a Bhuiridh","PM","Moderate","Moderate","-0.8",170,20,100,"","1",70,20,0,0,-2,135,45,0.9,1,54,0,3,0,1,0,-1.5
2018-01-13 11:50:00,"Glencoe","NN250506",-4.85333018019603,56.6144903562811,"980",355,22,"Meall a Bhuiridh","PM","Moderate","Moderate","-1.7",140,25,100,"2 - Trace","1",70,15,0,0,-3,130,41,NA,1,54,0,3,0,1,0,-1.6
2018-01-14 11:50:00,"Glencoe","NN150538",-5.01832958324439,56.6393577574453,"860",40,28,"Coire Gabhail","PM","Moderate","Moderate","0.4",165,18,100,"2 - Trace","1",60,10,0,0,-2,200,54,0.3,1,56,0,3,0,2,0,0
2018-01-15 12:00:00,"Glencoe","NN254508",-4.84695623325896,56.6164341012833,"920",80,20,"Meall a Bhuiridh","BF","Considerable +","Considerable +","-1.7",300,20,100,"6 - Snow Showers","1",145,10,0,0,-2.5,270,35,0.8,2,58,0,4,0,1,0,-1.3
2018-01-16 12:00:00,"Glencoe","NN186546",-4.96027809918344,56.6479438393457,"800",120,10,"Buachaille Etive Beag, Above col.","BF","Considerable +","Considerable +","-3.8",310,25,100,"6 - Snow Showers","1",70,25,0,0,-4.5,270,30,1.3,1,64,0,4,0,1,0,-4
2018-01-17 12:30:00,"Glencoe","NN258507",-4.84037933431596,56.615685706673,"850",100,10,"Meall a Bhuiridh","BF","Considerable -","Considerable +","-2.1",310,20,100,"8 - Snow","1",110,15,0,0,-3.5,270,30,0.8,2,70,0,4,5,1,0,-2.8
2018-01-18 12:30:00,"Glencoe","NN255504",-4.84505872892031,56.6128822743075,"1000",45,30,"Meall a Bhuiridh","AP","Considerable +","Considerable +","-4.4",260,25,99,"8 - Snow","1",80,30,0,0,-4,270,25,NA,2,78,0,4,0,1,0,-4.8
2018-01-19 13:00:00,"Glencoe","NN255504",-4.84505872892031,56.6128822743075,"1000",40,35,"Meall a Bhuiridh","AP","Considerable +","Considerable +","-5.7",240,25,100,"8 - Snow","1",90,40,0,0,-4,225,20,0.7,2,86,0,4,0,1,0,-5.4
2018-01-20 14:26:00,"Glencoe","NN239500",-4.87082105208891,56.608694779027,"1070",110,25,"Criese","BF","Considerable +","High","-5.4",340,10,10,"6 - Snow Showers","0",110,25,0,0,-5.5,280,5,1.5,1,94,0,4,0,1,0,-4.8
2018-01-21 11:45:00,"Glencoe","NN187545",-4.95857923070262,56.6470854117177,"750",340,15,"Buachaille Etive Beag, by the col.","BF","Considerable -","Considerable -","-2.5",140,25,100,"6 - Snow Showers","1",175,40,0,0,-4,160,40,0.7,3,100,0,4,5,1,0,-3.6
2018-01-22 12:00:00,"Glencoe","NN258504",-4.84017708019087,56.6129938861725,"880",60,15,"By Flypaper, Meall a Bhuiridh","BF","Considerable -","Considerable -","0.8",300,20,100,"6 - Snow Showers","1",100,30,0,1,-0.5,270,30,1.1,2,106,0,4,0,2,0,0
2018-01-23 11:45:00,"Glencoe","NN207575",-4.9280960286498,56.6747718040736,"700",350,10,"Stob Mhic Martin","BF","Considerable -","Considerable -","3.8",270,20,100,"0 - None","0",85,15,0,1,1.5,270,30,0,2,112,0,4,0,2,0,0
2018-01-24 11:15:00,"Glencoe","NN216543",-4.91121209680669,56.646405356019,"850",40,31,"Buachaille Etive Mor - Coire na Tulaich","PM","Considerable -","Considerable -","-0.4",270,29,100,"4 - Light Showers","1",60,10,0,1,0,225,60,0.3,2,112,0,4,0,2,0,-0.4
2018-01-25 11:35:00,"Glencoe","NN256505",-4.84349900770831,56.613816770686,"999",70,19,"Meall a Bhuiridh","PM","Considerable -","Moderate","-1.8",65,12,100,"2 - Trace","1",150,7,0,0,0,225,30,0.9,1,116,0,4,0,1,0,-1.2
2018-01-26 11:30:00,"Glencoe","NN257506",-4.84193920950855,56.6147512481418,"910",70,30,"Meall a Bhuiridh","PM","Considerable -","Considerable -","-2.7",190,4,10,"2 - Trace","1",110,20,0,0,-3,200,11,1.2,2,118,0,4,0,1,0,-2.9
2018-01-27 12:16:00,"Glencoe","NN217544",-4.90965268353753,56.6473406749053,"810",60,28,"Buachaille Etive Mor","PM","Considerable -","Moderate","2.6",300,17,100,"","0",80,13,0,1,1,270,50,0,1,120,0,4,0,2,0,0
2018-01-28 11:10:00,"Glencoe","NN255505",-4.8451262585474,56.6137795442076,"985",62,34,"Meall a Bhuiridh","PM","Moderate","Low","2.4",270,19,100,"","0",150,12,0,1,2,250,38,0,0,120,0,4,0,1,0,0
2018-01-29 11:45:00,"Glencoe","NN180536",-4.96934370534728,56.6387392456447,"915",130,30,"Stob Dubh, Buachaille Etive Beag","SN","Considerable -","Moderate","-2.4",280,25,100,"4 - Light Showers","0",50,0,0,0,-2.5,270,30,0.6,2,120,0,4,0,1,0,-0.4
2018-01-30 13:15:00,"Glencoe","NN179535",-4.97090126669829,56.637803196602,"935",100,25,"Stob Dubh, Buachaille Etive Beag","SN","Considerable -","Considerable -","0",200,25,100,"6 - Snow Showers","1",88,10,0,0,0,225,35,0,2,124,0,4,0,1,0,0
2018-01-31 11:45:00,"Glencoe","NN252503",-4.84987270135623,56.6118732047939,"1090",90,25,"Meall a\'Bhuiridh","SN","Considerable -","Considerable +","-4.3",230,20,100,"6 - Snow Showers","1",130,30,0,0,-3.5,250,30,1.8,2,130,0,4,5,1,0,-4.4
2018-02-01 12:50:00,"Glencoe","NN215545",-4.91297910753011,56.6481616531144,"850",60,35,"Coire na Tulaich","AP","Considerable -","Moderate","-1",280,30,100,"6 - Snow Showers","1",90,30,0,0,-4,340,40,0.7,2,136,0,6,0,1,0,-2.5
2018-02-02 13:00:00,"Glencoe","NN253502",-4.84817794040117,56.6110132247909,"1100",150,35,"Meall a'Bhuiridh","AP","Considerable +","Moderate","0",270,5,25,"0 - None","0",90,25,0,0,-4,200,8,NA,2,142,0,6,0,1,0,-4.2
2018-02-03 12:30:00,"Glencoe","NN253502",-4.84817794040117,56.6110132247909,"1100",150,35,"Meall a'Bhuiridh","AP","Moderate","Moderate","-2",270,15,50,"0 - None","1",90,20,0,0,-2,315,19,0.7,2,142,0,6,0,1,0,-2.7
2018-02-04 11:55:00,"Glencoe","NN150548",-5.01904687246766,56.6483290189435,"1005",40,35,"East Ridge Stob Coire nan Lochan","SN","Moderate","Moderate","-1.6",5,2,0,"0 - None","0",130,15,0,0,-1.5,5,2,2.5,3,142,0,6,0,1,0,-2
2018-02-05 10:45:00,"Glencoe","NN221541",-4.90293127692581,56.6448012272674,"1000",150,25,"Stob Dearg, Buachaille Etive Mor","SN","Considerable -","Considerable -","-3.5",180,10,100,"0 - None","0",110,15,0,0,-2.4,180,20,0.8,1,142,0,6,0,1,0,-3.5
2018-02-06 11:00:00,"Glencoe","NN181536",-4.96771555951223,56.6387781073042,"900",140,25,"Stob Dubh, Buachaille Etive Beag","SN","Considerable -","Moderate","-4.4",320,20,50,"2 - Trace","1",125,15,0,0,-5.8,315,30,1.1,2,142,0,6,0,1,0,-4
2018-02-07 12:15:00,"Glencoe","NN255503",-4.84499120319284,56.6119850042246,"1000",45,30,"Meall a\'Bhuiridh","AP","Considerable -","Considerable -","-4.7",220,25,100,"6 - Snow Showers","1",60,20,0,0,-6,200,30,1.7,2,144,0,6,0,1,0,-4.9
2018-02-08 12:00:00,"Glencoe","NN255503",-4.84499120319284,56.6119850042246,"1000",45,30,"Meall a Bhuiridh","AP","Considerable +","Considerable -","-1.1",220,25,100,"6 - Snow Showers","1",70,15,0,1,0,225,23,0.1,2,150,0,6,0,1,0,-1
2018-02-09 11:15:00,"Glencoe","NN256506",-4.84356650274051,56.614714041665,"998",68,30,"Meall a Bhuiridh","PM","Considerable +","Considerable +","-5.9",270,21,20,"0 - None","1",210,35,0,0,-6,270,23,1.6,3,156,0,6,0,1,0,-6.9
2018-02-10 11:30:00,"Glencoe","NN257507",-4.84200666994142,56.6156485201991,"924",87,31,"Meall a Bhuiridh","PM","Considerable -","Considerable -","0.3",260,5,100,"4 - Light Showers","1",150,15,0,1,-2,247,30,0.8,1,156,0,6,0,1,0,0
2018-02-11 11:20:00,"Glencoe","NN251503",-4.85149985960173,56.6118358957957,"1089",150,37,"Meall a Bhuiridh","PM","Considerable +","Considerable +","-5.7",303,10,70,"4 - Light Showers","1",80,35,0,0,-7,300,36,1.3,3,160,0,6,0,1,0,-5.2
2018-02-12 12:20:00,"Glencoe","NN257507",-4.84200666994142,56.6156485201991,"924",90,31,"Meall a Bhuiridh","PM","Considerable +","Considerable +","-3.1",250,5,100,"6 - Snow Showers","1",120,30,0,0,-6,225,25,1.1,2,164,0,6,5,1,0,-3.1
2018-02-13 11:35:00,"Glencoe","NN252503",-4.84987270135623,56.6118732047939,"1100",20,22,"Meall a Bhuiridh","PM","Considerable +","Considerable +","-5.3",320,12,100,"0 - None","1",120,12,0,0,-6,247,24,0.9,1,170,0,6,0,1,0,-5.1
2018-02-14 11:45:00,"Glencoe","NN138549",-5.03866058397024,56.6487502763261,"850",10,28,"Stob Coire nam Beith","PM","Considerable +","Considerable +","-1.3",195,25,100,"6 - Snow Showers","1",170,35,0,0,-4,180,55,1.5,2,170,0,6,0,1,0,-1.3
2018-02-15 12:59:00,"Glencoe","NN208575",-4.92646626856908,56.6748101418981,"680",86,32,"Stob Chic Martin","PM/BF","Considerable +","High","-0.7",230,20,100,"6 - Snow Showers","1",150,15,0,0,-4,230,50,0.4,1,176,0,8,5,1,0,-0.9
2018-02-16 12:00:00,"Glencoe","NN184543",-4.96332392550207,56.6451747682118,"850",360,15,"Buachaille Etive Beag","BF","High","Considerable +","-0.9",240,20,100,"4 - Light Showers","1",300,15,0,0,-2.5,240,30,0.9,2,182,0,8,0,1,0,-1.7
2018-02-17 11:20:00,"Glencoe","NN257501",-4.84160196577532,56.6102648851154,"960",70,20,"Meall a Bhuiridh, by the Flypaper","BF","Considerable +","Considerable +","-0.8",320,5,100,"4 - Light Showers","1",110,15,0,0,-2,240,20,0.4,3,186,0,8,0,1,0,-1.2
2018-02-18 12:30:00,"Glencoe","NN255503",-4.84499120319284,56.6119850042246,"1000",45,30,"Meall a Buiridh","AP","Considerable -","Considerable -","-0.8",180,20,80,"4 - Light Showers","1",80,30,0,0,0,160,25,0.3,3,190,0,8,0,1,0,-2.3
2018-02-19 12:30:00,"Glencoe","NN255503",-4.84499120319284,56.6119850042246,"1000",45,30,"Meall a Buiridh","AP","Moderate","Low","0",220,10,100,"0 - None","0",80,20,0,1,3,200,17,0.2,1,194,0,8,0,2,0,0
2018-02-20 11:20:00,"Glencoe","NN240501",-4.86926214758028,56.6096295909497,"1050",30,20,"Creise","BF","Low","Low","-0.1",330,5,80,"2 - Trace","0",120,15,0,0,-1,280,8,0.3,2,194,0,8,0,1,0,0
2018-02-21 11:30:00,"Glencoe","NN156547",-5.00920438351488,56.6476686622239,"550",90,25,"The Lost Valley","BF","Low","Low","1.6",220,1,50,"0 - None","0",39,0,0,0,-2,200,10,1.2,2,196,0,8,0,1,0,-0.1
2018-02-22 11:55:00,"Glencoe","NN252505",-4.85000798765617,56.6136677371989,"1000",10,24,"Meall a Bhuiridh","PM","Low","Low","-3.8",180,20,100,"0 - None","0",100,0,0,0,-4,200,24,1.8,2,196,0,8,0,1,0,-3.5
2018-02-23 11:20:00,"Glencoe","NN252504",-4.84994034255307,56.6127704710879,"1102",5,21,"Meall a Bhuiridh","PM","Low","Low","-4.2",180,3,100,"0 - None","0",100,0,0,0,-5,150,39,1.3,2,196,0,8,0,1,0,-4.1
2018-02-24 11:30:00,"Glencoe","NN253505",-4.84838074852355,56.613705027464,"1050",15,26,"Meall a Bhuiridh","PM","Low","Low","-6.7",150,17,35,"0 - None","0",180,0,0,0,-5,125,24,1.8,4,196,0,8,0,1,0,-7.2
2018-02-25 11:35:00,"Glencoe","NN257507",-4.84200666994142,56.6156485201991,"903",43,21,"Meall a Bhuiridh","PM","Low","Low","-2.3",124,5,15,"0 - None","0",110,0,0,0,0,120,16,1.3,4,196,0,8,10,1,0,-4.4
2018-02-26 11:40:00,"Glencoe","NN251503",-4.85149985960173,56.6118358957957,"1100",355,28,"Meal a Bhuiridh","PM","Low","Low","-6.4",140,17,100,"2 - Trace","1",150,0,0,0,-6,90,26,1.6,1,196,0,8,0,1,0,-6.4
2018-02-27 11:10:00,"Glencoe","NN257506",-4.84193920950855,56.6147512481418,"920",50,30,"Meal a Bhuiridh","PM","Moderate","Low","-6.7",75,18,100,"4 - Light Showers","1",120,0,0,0,-7,90,28,1.8,4,198,0,8,0,1,0,-6.7
2018-02-28 11:20:00,"Glencoe","NN197578",-4.94460356508274,56.6770788001735,"780",120,15,"Sron a Choire Odhair-Bhig","BF","Moderate","Moderate","-8.1",80,15,50,"2 - Trace","0",95,0,0,0,-10,70,20,1.9,1,202,0,8,0,1,0,-6.6
2018-03-01 13:27:00,"Glencoe","NN251504",-4.85156753928773,56.6127331608253,"1090",160,20,"Meall a Bhuiridh, near summit","BF","Moderate","Moderate","-9.4",80,20,100,"2 - Trace","1",50,15,0,0,-9.5,70,30,3.2,4,204,0,10,0,1,0,-7.6
2018-03-02 12:50:00,"Glencoe","NN189547",-4.95546265936803,56.6489571940913,"800",270,35,"Stob Coire Raineach","AP","Moderate","Considerable -","-5.8",260,45,100,"2 - Trace","1",70,20,0,0,-8,90,54,0.8,4,206,0,10,0,1,0,-6.9
2018-03-03 12:00:00,"Glencoe","NN250504",-4.8531947321139,56.6126958293015,"1050",290,35,"Meall a Bhuiridh, near summit","AP","Considerable -","Moderate","-7.3",90,25,100,"6 - Snow Showers","1",80,35,0,0,-7,90,48,0.7,4,208,0,10,0,1,0,-8.1
2018-03-04 12:30:00,"Glencoe","NN250508",-4.85346564392345,56.6162848825284,"900",300,30,"Meall a Bhuiridh","AP","Considerable -","Moderate","-5.1",90,25,100,"6 - Snow Showers","1",80,30,0,0,-6,90,32,0.8,3,214,0,10,0,1,0,-6.4
2018-03-05 12:30:00,"Glencoe","NN251509",-4.85190599635126,56.6172194832278,"850",330,30,"Meal a Bhuiridh","AP","Considerable -","Considerable -","-2.1",100,25,100,"6 - Snow Showers","1",70,30,0,0,-3,90,29,0.9,2,220,0,10,0,1,0,-3
2018-03-06 13:47:00,"Glencoe","NN249503",-4.85475416436597,56.611761214018,"1080",290,15,"Meall a Bhuiridh, near summit","BF","Considerable -","Moderate","-2.4",40,5,100,"6 - Snow Showers","1",85,15,0,0,-2.4,90,25,0.4,1,226,0,10,0,1,0,-2.5
2018-03-07 11:30:00,"Glencoe","NN207576",-4.92816569078681,56.6756689993819,"700",230,30,"Stob Mhic Mhartin","BF","Moderate","Moderate","-0.6",120,10,100,"4 - Light Showers","0",45,45,0,0,-3,160,15,0.5,2,232,0,10,0,1,0,-0.7
2018-03-08 11:20:00,"Glencoe","NN249504",-4.85482192102938,56.6126584765166,"1080",320,25,"Meall a Bhuiridh, near summit","BF","Considerable +","Considerable +","-2.7",210,20,100,"4 - Light Showers","1",105,5,0,0,-2.7,180,30,0.7,1,236,0,10,5,1,0,-3
2018-03-09 11:30:00,"Glencoe","NN255505",-4.8451262585474,56.6137795442076,"980",67,31,"Meall a Bhuiridh","PM","Considerable -","Considerable -","-1.2",270,29,100,"4 - Light Showers","1",120,14,0,0,-3,225,13,1,3,240,0,10,0,1,0,-1.8
2018-03-10 11:40:00,"Glencoe","NN251504",-4.85156753928773,56.6127331608253,"988",313,31,"Meall a Bhuiridh","PM","Considerable -","Moderate","-1.8",91,12,100,"4 - Light Showers","1",135,8,0,0,-3,90,12,1.4,1,244,0,10,0,1,0,-1.8
2018-03-11 11:15:00,"Glencoe","NN252504",-4.84994034255307,56.6127704710879,"1098",320,14,"Meall a Bhuiridh","PM","Moderate","Low","1.3",190,3,10,"0 - None","0",150,20,0,0,0,135,8,0.8,2,248,0,10,0,1,0,-0.9
2018-03-12 12:00:00,"Glencoe","NN190580",-4.95615296692653,56.6786026647,"900",10,10,"Point 903, Aonach Eagach","BF","Low","Low","0.9",60,1,100,"0 - None","0",250,1,0,0,-1,140,5,1,2,248,0,10,0,1,0,-1
2018-03-13 12:00:00,"Glencoe","NN239500",-4.87082105208891,56.608694779027,"1060",350,10,"Creise ","BF","Moderate","Moderate","-0.7",220,1,90,"0 - None","0",120,5,0,0,-0.8,220,3,0.5,1,248,0,10,0,1,0,-0.7
2018-03-14 11:30:00,"Glencoe","NN156353",-4.99540800465961,56.4736212261095,"750",10,28,"Coire nan Lochain","CB","Moderate","Moderate","2.3",70,5,95,"0 - None","0",103,12,0,0,-1,135,45,0.2,2,248,0,10,5,1,0,-0.2
2018-03-15 11:30:00,"Glencoe","NN257506",-4.84193920950855,56.6147512481418,"880",5,42,"Meall a' Bhuiridh NE Slope","CB","Moderate","Moderate","-1",115,30,100,"6 - Snow Showers","1",140,10,0,0,-3,120,70,0.5,2,248,0,12,0,2,0,-0.2
2018-03-16 11:00:00,"Glencoe","NN249503",-4.85475416436597,56.611761214018,"1060",320,20,"Meall a Bhuiridh, near summit","BF","Moderate","Moderate","-2.4",100,10,100,"4 - Light Showers","1",125,15,0,0,-2.5,135,20,0.3,2,254,0,12,0,1,0,-2.2
2018-03-17 12:30:00,"Glencoe","NN250503",-4.85312701393904,56.611798565537,"1090",310,30,"Meall a\' Bhuiridh NW Slope","MD","Moderate","Moderate","-8",90,15,100,"6 - Snow Showers","1",110,15,0,0,-8,140,30,1.6,2,258,0,12,10,1,0,-4.7
2018-03-18 11:05:00,"Glencoe","NN250504",-4.8531947321139,56.6126958293015,"1080",315,30,"Meall a\\\' Bhuiridh NW Slope","MD,BM","Moderate","Moderate","-7.6",130,20,90,"0 - None","1",125,15,0,0,-8,90,30,1.1,3,264,0,12,10,1,0,-7
2018-03-19 11:50:00,"Glencoe","NN181536",-4.96771555951223,56.6387781073042,"900",340,30,"Buachaille Etive Beag","BF/PH","Moderate","Moderate","-3.5",130,2,0,"0 - None","1",42,15,0,0,-4,100,10,3.6,2,264,0,12,10,1,0,-5.7
2018-03-20 11:40:00,"Glencoe","NN250503",-4.85312701393904,56.611798565537,"1130",320,30,"Meall a Bhuiridh, near summit","BM/PH","Moderate","Moderate","-3",300,10,30,"0 - None","0",130,15,0,0,-4,270,12,1.1,2,264,0,12,10,1,0,-8.3
2018-03-21 12:00:00,"Glencoe","NN188545",-4.9569507094403,56.6471241362536,"780",280,15,"Buachaille Etive Beag, col","BM/PH","Moderate","Low","3",250,20,100,"4 - Light Showers","0",100,5,0,1,0,240,30,1.1,1,264,0,12,0,2,0,-1.1
2018-03-22 11:00:00,"Glencoe","NN249503",-4.85475416436597,56.611761214018,"1070",310,25,"Meall a Bhuiridh, near summit","BF","Moderate","Low","-0.2",200,20,100,"0 - None","0",135,10,0,0,0,200,20,0,2,268,0,12,0,1,0,0
2018-03-23 11:30:00,"Glencoe","NN249503",-4.85475416436597,56.611761214018,"1070",340,20,"Meall a Bhuiridh, near summit","BF/PH","Moderate","Low","-0.3",220,30,100,"4 - Light Showers","1",200,10,0,1,-0.3,220,30,0,1,268,0,12,0,1,0,0
2018-03-24 11:40:00,"Glencoe","NN238500",-4.87244804391342,56.608657197472,"1090",30,35,"Creise ","BM","Moderate","Moderate","-0.5",140,30,80,"4 - Light Showers","1",140,5,0,0,0,240,30,0.3,2,272,0,12,0,1,0,-0.1
2018-03-25 11:00:00,"Glencoe","NN248503",-4.8563813108803,56.6117238412387,"1100",150,30,"Meall a Bhuiridh","WS","Moderate","Moderate","-1.1",300,10,20,"4 - Light Showers","1",48,10,0,0,-2,300,19,0.5,2,276,0,12,0,2,0,-0.5
